meeting_id,case_id,CaseNumber,MeetingType,MeetingDate,Result,Vote
8023,21401,30-DR-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,5-0
8024,21402,8-UP-2001,Planning Commission Hearing,2001-06-13 00:00:00,CONTINUED, 
8025,21402,8-UP-2001,City Council Hearing,2001-08-21 00:00:00,APPROVED,7-0
8026,21403,31-DR-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0
8027,21404,85-DR-1979#2,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0
8028,21007,5-UP-1992#4,Planning Commission Hearing,2001-06-13 00:00:00,CONTINUED, 
8029,21007,5-UP-1992#4,City Council Hearing,2001-09-25 00:00:00,CONTINUED, 
8030,21407,94-DR-1996#5,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0
8031,21409,32-DR-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0
8032,21411,33-DR-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0 
8033,21384,117-SD-1993#5,Other,,ON HOLD, 
8034,21413,54-SA-2001#2,Other,2001-04-25 00:00:00,ON HOLD, 
8035,21412,167-SD-1998,Other,1999-03-30 00:00:00,APPROVED, 
8036,21424,151-SD-1994#9,Other,2001-04-25 00:00:00,DENIED, 
8038,21283,5-AB-2001,City Council Hearing,2001-09-04 00:00:00,CONTINUED, 
8039,20669,11-TA-2000,City Council Hearing,2001-06-19 00:00:00,CONTINUED,5-2
8040,21390,5-TA-2001,City Council Hearing,2002-02-04 00:00:00,ON HOLD, 
8041,21317,7-UP-2001,City Council Hearing,2001-07-03 00:00:00,APPROVED,7-0
8042,21432,7-PP-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,5-0
8043,21430,78-SA-2001#1,Other,2001-04-23 00:00:00,APPROVED, 
8044,21427,76-SA-2001,Other,2001-04-20 00:00:00,APPROVED, 
8045,21369,4-SD-2001,Other,2001-04-12 00:00:00,APPROVED, 
8047,21307,6-ZN-2001,City Council Hearing,2001-05-01 00:00:00,APPROVED,7-0
8048,21309,7-ZN-2001,City Council Hearing,2001-05-01 00:00:00,APPROVED,7-0
8049,21384,117-SD-1993#5,Other,2001-04-23 00:00:00,APPROVED, 
8056,21239,5-PP-2001,Development Review Hearing,2001-05-17 00:00:00,ON HOLD, 
8057,21428,77-SA-2001#1,Other,2001-04-23 00:00:00,APPROVED, 
8058,21449,166-DR-1984#3,Development Review Hearing,2001-05-17 00:00:00,CONTINUED,6-0
8059,21451,34-DR-2001,Development Review Hearing,2001-05-17 00:00:00, , 
8060,21454,45-DR-1992#3,Development Review Hearing,2001-05-17 00:00:00,APPROVED,5-0
8061,21067,18-DR-2001,Development Review Hearing,2001-05-17 00:00:00,APPROVED,6-0
8062,21455,81-SA-2001#1,Other,2001-05-02 00:00:00,DENIED, 
8064,21457,33-LL-2001,City Council Hearing,2001-06-05 00:00:00,APPROVED, 
8065,21458,32-LL-2001,City Council Hearing,2001-06-05 00:00:00,APPROVED, 
8066,20997,74-ZN-1992#9,Planning Commission Hearing,2001-05-09 00:00:00,APPROVED, 4-0
8067,21294,65-SA-2001,Other,2001-04-26 00:00:00,APPROVED, 
8068,21460,83-SA-2001,Other,2001-04-27 00:00:00,ON HOLD, 
7989,21324,68-SA-2001#1,Other,2001-04-06 00:00:00,APPROVED, 
7990,21030,25-SA-2001,Other,2001-04-06 00:00:00,APPROVED, 
7991,21281,63-SA-2001,Other,2001-03-30 00:00:00,APPROVED, 
7992,21372,27-LL-2001,City Council Hearing,2001-05-15 00:00:00,APPROVED, 
7993,21313,67-SA-2001#1,Other,2001-04-12 00:00:00,APPROVED, 
7994,21373,28-LL-2001,City Council Hearing,2001-05-15 00:00:00,APPROVED, 
7995,21378,29-LL-2001,City Council Hearing,2001-05-15 00:00:00,APPROVED, 
7996,21379,196-ZN-2001,Planning Commission Hearing,2001-12-26 00:00:00, , 
7997,21370,73-SA-2001#1,Other,2001-04-12 00:00:00,APPROVED, 
7998,21380,12-EXT-2001,City Council Hearing,2001-05-15 00:00:00,APPROVED, 
8069,21459,82-SA-2001,Other,2001-04-27 00:00:00,ON HOLD, 
8074,2986,16-PP-2000,City Council Hearing,2001-05-15 00:00:00, , 
8075,20311,18-PP-2000,City Council Hearing,2001-05-15 00:00:00,CONTINUED, 
8076,21470,6-PP-2000#2,City Council Hearing,2001-06-05 00:00:00,CONTINUED, 
8077,20689,14-DR-1993#2,Development Review Hearing,2000-07-20 00:00:00,APPROVED,6-0
8078,21443,79-SA-2001#1,Other,2001-05-01 00:00:00,APPROVED, 
8079,21148,3-AB-2001,Planning Commission Hearing,2001-06-13 00:00:00,APPROVED,5-0
8080,21148,3-AB-2001,City Council Hearing,2001-08-21 00:00:00,APPROVED,7-0
8081,21473,143-SD-1997#3,Other,2001-05-02 00:00:00,APPROVED, 
8082,21475,74-SA-2000#3,Other,2001-05-02 00:00:00,APPROVED, 
8083,20387,74-SA-2000#2,Other,, , 
8084,21255,63-SD-1979,Other,2001-05-02 00:00:00,APPROVED, 
8376,19595,5-UP-1992#3,City Council Hearing,2000-01-04 00:00:00,WITHDRAWN, 
8571,16097,68-ZN-1994,City Council Hearing,1995-01-17 00:00:00,APPROVED,7-0
8086,21284,185-SA-1998#2,Other,2001-04-18 00:00:00,DENIED, 
8087,21284,185-SA-1998#2,Other,2001-04-25 00:00:00,DENIED, 
8088,21284,185-SA-1998#2,Other,2001-05-02 00:00:00,APPROVED, 
8089,21230,7-UP-1998#2,Planning Commission Hearing,2001-05-23 00:00:00,CONTINUED, 
8090,20105,14-DR-1993#2,Other,2001-05-03 00:00:00,APPROVED, 
8091,20689,14-DR-1993#2,Other,2001-05-03 00:00:00,APPROVED, 
8092,21481,84-SA-2001#1,Other,2001-05-09 00:00:00,DENIED, 
8093,21335,57-DR-1996#3,Development Review Hearing,, , 
8094,21483,94-SD-1998#5,Other,2001-05-09 00:00:00,DENIED, 
8095,21416,112-SD-1996#1,Other,2001-05-04 00:00:00,APPROVED, 
8096,21484,34-LL-2001,City Council Hearing,2001-06-19 00:00:00, , 
8097,21485,85-SA-2001#1,Other,2001-05-07 00:00:00,APPROVED, 
8098,21500,83-SD-1996#2,Other,2001-05-09 00:00:00,DENIED, 
8110,21413,54-SA-2001#2,Other,2001-05-09 00:00:00,APPROVED, 
8111,21502,7-AB-2001,Planning Commission Hearing,2001-06-13 00:00:00,CONTINUED, 
8112,21502,7-AB-2001,City Council Hearing,2001-09-04 00:00:00,APPROVED,7-0
8113,21504,4-SD-2000#4,Other,2001-05-11 00:00:00,APPROVED, 
8114,20311,18-PP-2000,City Council Hearing,2001-06-19 00:00:00,APPROVED,7-0
8115,21505,9-UP-2001,Planning Commission Hearing,2001-06-27 00:00:00,APPROVED,5-0
8116,21505,9-UP-2001,City Council Hearing,2001-08-21 00:00:00,APPROVED,7-0
8117,21507,10-UP-2001,Planning Commission Hearing,2001-06-27 00:00:00,CONTINUED, 
8118,21507,10-UP-2001,City Council Hearing,2001-10-02 00:00:00,WITHDRAWN, 
8119,21508,11-UP-2001,Planning Commission Hearing,2001-06-27 00:00:00,APPROVED,5-0
8120,21508,11-UP-2001,City Council Hearing,2001-08-21 00:00:00,APPROVED,7-0
8121,21510,87-SA-2001,Other,2001-05-14 00:00:00,APPROVED, 
8122,21512,34-DR-2001,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8124,21513,35-DR-2001,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8125,21514,36-DR-2001,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8126,21515,37-DR-2001,Development Review Hearing,2001-06-07 00:00:00,CONTINUED, 
8127,21516,8-PP-2001,Development Review Hearing,2001-06-07 00:00:00,ON HOLD, 
8128,21517,38-DR-2001,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8129,21518,30-DR-1994#5,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8130,21519,2-GP-2001,Planning Commission Hearing,,WITHDRAWN, 
8572,16097,68-ZN-1994,Planning Commission Hearing,1995-01-09 00:00:00,APPROVED,7-0
8133,21520,8-ZN-2001,Planning Commission Hearing,,WITHDRAWN, 
8136,21493,86-SA-2001,Other,2001-05-11 00:00:00,APPROVED, 
8137,1817,72-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
8138,20089,51-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED,5-1
8139,21445,80-SA-2001#1,Other,2001-05-02 00:00:00,ON HOLD, 
8141,21385,62-SD-1998#1,Other,2001-05-02 00:00:00,DENIED, 
8142,21385,62-SD-1998#1,Other,2001-05-16 00:00:00,ON HOLD, 
8143,4349,1-MP-1998,Development Review Hearing,1998-05-19 00:00:00,APPROVED, 
8144,21529,1-MSP-1998,Development Review Hearing,1998-06-01 00:00:00,APPROVED, 
8145,21532,2-MS-1998,Development Review Hearing,1999-04-08 00:00:00,ON HOLD, 
8146,1653,123-DR-1996#6,Development Review Hearing,2000-07-20 00:00:00,APPROVED,6-0
8147,1594,53-DR-2000,Development Review Hearing,2000-07-06 00:00:00, , 
8148,2796,30-ZN-1992#2,Development Review Hearing,2000-07-06 00:00:00,APPROVED,7-0
8150,746,2-MS-2000,Development Review Hearing,2000-07-06 00:00:00,APPROVED,6-0
8152,1635,49-DR-2000,Development Review Hearing,2000-06-22 00:00:00,APPROVED,4-2
8153,743,1-MS-2000,Development Review Hearing,2000-06-08 00:00:00,APPROVED,6-0
8140,21445,80-SA-2001#1,Other,2001-05-11 00:00:00,APPROVED, 
8149,20995,6-UP-2001,Planning Commission Hearing,2001-05-23 00:00:00,APPROVED,5-0
8151,1637,59-DR-1995#2,Development Review Hearing,2000-06-22 00:00:00,APPROVED,6-0
8155,19897,1-PP-2000,Development Review Hearing,2000-04-06 00:00:00,APPROVED,6-0
8156,19545,26-PP-1999,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
8166,1420,125-DR-1998#2,Development Review Hearing,2000-01-06 00:00:00,APPROVED,6-0
8167,19653,115-DR-1999,Development Review Hearing,2000-01-06 00:00:00,CONTINUED, 
8168,19651,113-DR-1999,Development Review Hearing,2000-01-06 00:00:00,CONTINUED, 
8169,19659,177-DR-1997#2,Development Review Hearing,2000-01-06 00:00:00,CONTINUED, 
8170,19545,26-PP-1999,Development Review Hearing,2000-01-06 00:00:00,CONTINUED, 
8171,19546,103-DR-1999,Development Review Hearing,2000-01-06 00:00:00,CONTINUED, 
8172,19651,113-DR-1999,Development Review Hearing,2000-01-20 00:00:00,CONTINUED, 
8173,19651,113-DR-1999,Development Review Hearing,2000-02-03 00:00:00,CONTINUED, 
8174,21315,20-ZN-1998#2,Planning Commission Hearing,2001-08-29 00:00:00,APPROVED,6-0
8175,21316,1-GP-2001,Planning Commission Hearing,2001-08-29 00:00:00,APPROVED,6-0
8176,21540,88-SA-2001,Other,2001-05-15 00:00:00,APPROVED, 
8177,21541,285-SA-2000#2,Other,2001-05-16 00:00:00,APPROVED, 
8178,21109,3-TA-2001,City Council Hearing,2001-11-06 00:00:00,ON HOLD, 
8179,21544,9-DR-1981#2,Development Review Hearing,1998-04-09 00:00:00,APPROVED,7-0
8180,21546,34-LL-2001,City Council Hearing,2001-06-19 00:00:00,APPROVED, 
8181,21547,37-LL-2001,City Council Hearing,2001-06-19 00:00:00,APPROVED, 
8182,21548,35-LL-2001,City Council Hearing,2001-06-19 00:00:00,APPROVED, 
8183,21549,36-LL-2001,City Council Hearing,2001-06-19 00:00:00,CONTINUED, 
8184,21522,28-SD-2000,Other,2000-07-30 00:00:00,APPROVED, 
8185,21551,38-LL-2001,City Council Hearing,2001-06-19 00:00:00,APPROVED, 
8770,21550,3-GP-2001,Other,, , 
8223,21424,151-SD-1994#9,Other,2001-05-16 00:00:00,APPROVED, 
8224,21396,27-DR-2001,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8225,21449,166-DR-1984#3,Development Review Hearing,2001-06-07 00:00:00,APPROVED,6-0
8226,21577,71-SD-2000#1,Other,2001-05-23 00:00:00,APPROVED, 
8227,21575,158-SD-1998,Other,2001-05-18 00:00:00,APPROVED, 
8228,19668,37-ZN-1999,City Council Hearing,2000-04-04 00:00:00,CONTINUED,7-0
8229,19668,37-ZN-1999,City Council Hearing,2000-03-08 00:00:00,CONTINUED,3-0
8230,21509,188-SD-1995,Other,, , 
8231,19638,35-ZN-1999,City Council Hearing,2000-04-17 00:00:00,APPROVED,5-0
8771,21553,9-ZN-2001,Other,, , 
8204,21552,39-LL-2001,City Council Hearing,2001-06-19 00:00:00,APPROVED, 
8772,6399,51-ZN-1993,City Council Hearing,1993-02-01 00:00:00,APPROVED,7-0
9604,22011,62-DR-2000#3,Development Review Hearing,2001-08-23 00:00:00,APPROVED,7-0
8207,21554,4-GP-2001,Remote Hearing,2001-08-22 00:00:00, , 
8208,21554,4-GP-2001,City Council Hearing,2001-10-29 00:00:00,APPROVED,6:1
8209,21555,10-ZN-2001,Planning Commission Hearing,2001-09-19 00:00:00,APPROVED,7-0
8210,21555,10-ZN-2001,City Council Hearing,2001-10-29 00:00:00,AMENDED,5:2
8211,21556,12-UP-2001,Planning Commission Hearing,,WITHDRAWN, 
9691,22050,61-DR-2001,Development Review Hearing,2001-09-06 00:00:00,APPROVED,5-0
8213,21557,5-GP-2001,Remote Hearing,2001-08-22 00:00:00, , 
8214,21557,5-GP-2001,City Council Hearing,2001-10-29 00:00:00,APPROVED,7:0
8215,21558,11-ZN-2001,Planning Commission Hearing,2001-09-19 00:00:00,APPROVED,7-0
8216,21558,11-ZN-2001,City Council Hearing,2001-10-29 00:00:00,APPROVED,7:0
8217,21559,13-UP-2001,Planning Commission Hearing,,WITHDRAWN, 
9692,22049,60-UP-1997#2,Planning Commission Hearing,2001-09-12 00:00:00, , 
8219,21561,6-GP-2001,Remote Hearing,, , 
8221,21563,12-ZN-2001,Planning Commission Hearing,2001-08-22 00:00:00, , 
8222,21563,12-ZN-2001,City Council Hearing,, , 
8243,21588,37-SD-2000,Other,2001-05-21 00:00:00,DENIED, 
8244,19623,25-ZN-1999#0,Planning Commission Hearing,2000-02-01 00:00:00,APPROVED,5-2
10672,22855,6-DR-2002,Development Review Hearing,2002-02-21 00:00:00,APPROVED,7-0
10673,22856,99-SD-1984#3,Other,2002-01-18 00:00:00,APPROVED, 
10686,22888,120-SD-1986,Other,2002-01-24 00:00:00,APPROVED, 
10695,22892,11-LL-2002,City Council Hearing,2002-03-18 00:00:00,APPROVED,7-0
10696,22894,12-LL-2002,City Council Hearing,2002-03-18 00:00:00,APPROVED,7-0
10703,22900,13-LL-2002,City Council Hearing,2002-03-18 00:00:00,APPROVED,7-0
10704,22901,62-SD-2000#2,Other,2002-01-29 00:00:00,APPROVED, 
10705,22905,8-SA-2002,Other,2002-01-29 00:00:00,APPROVED, 
10711,22870,1-AB-2002,Planning Commission Hearing,2002-03-13 00:00:00,APPROVED,4-1
10720,22923,10-DR-2002,Development Review Hearing,2002-03-07 00:00:00,APPROVED,6-0
10721,22435,139-SD-1979,Other,2002-01-30 00:00:00,APPROVED, 
10725,20964,20-SA-2001,Other,2001-02-02 00:00:00,APPROVED, 
10726,20953,18-SA-2001,Other,2001-02-02 00:00:00,APPROVED, 
10727,22933,62-DR-2000#5,Development Review Hearing,2002-02-21 00:00:00,APPROVED,6-1
10728,22687,1-UP-2002,City Council Hearing,2002-03-05 00:00:00,APPROVED,7-0
10730,22939,14-SA-2002,Other,2002-02-05 00:00:00,APPROVED, 
10732,22949,15-LL-2002,City Council Hearing,2002-03-18 00:00:00,APPROVED,7-0
10747,22907,9-SA-2002,Other,2002-02-06 00:00:00,APPROVED, 
10748,22517,40-SD-2001,Other,2002-02-06 00:00:00,APPROVED, 
10749,22899,40-SD-2001#A,Other,2002-02-06 00:00:00,APPROVED, 
10752,22961,120-SD-1997#3,Other,2002-02-07 00:00:00,APPROVED, 
10753,22758,158-SD-1973#2,Other,2002-02-07 00:00:00,APPROVED, 
10759,22975,71-SA-1996#2,Other,2002-02-11 00:00:00,APPROVED, 
10764,22980,180-SD-1985#13,Other,2002-02-13 00:00:00,APPROVED, 
10765,22981,8-SD-1999#2,Other,2002-02-13 00:00:00,ON HOLD, 
10772,22989,86-SD-2001,Other,2002-02-12 00:00:00,APPROVED, 
10773,22962,68-SD-2000,Other,2002-02-07 00:00:00,APPROVED, 
10775,22874,7-SA-2002,Other,2002-01-23 00:00:00,APPROVED, 
10776,22861,15-SD-2001,Other,2002-01-22 00:00:00,APPROVED, 
10778,22852,58-SD-2000,Other,2002-01-17 00:00:00,APPROVED, 
10836,23049,28-LL-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10787,23001,4-UP-2002,Planning Commission Hearing,2002-04-10 00:00:00,APPROVED,7-0
10788,23001,4-UP-2002,City Council Hearing,2002-05-13 00:00:00,APPROVED,7-0
10789,23002,11-DR-2002,Development Review Hearing,2002-03-21 00:00:00,APPROVED,5-0
10790,23004,5-DR-1981#3,Development Review Hearing,2002-03-21 00:00:00, , 
10791,23005,2-PP-2002,Development Review Hearing,2002-03-07 00:00:00,APPROVED,6-0
10792,23006,3-PP-2002,Development Review Hearing,2002-03-07 00:00:00,APPROVED,6-0
10793,23008,14-ZN-1991#3,Planning Commission Hearing,2002-04-10 00:00:00,APPROVED,7-0
10794,23009,2-ZN-2002,Planning Commission Hearing,2002-04-10 00:00:00,APPROVED,7-0
10795,23009,2-ZN-2002,City Council Hearing,2002-05-13 00:00:00,APPROVED,7-0
10797,23008,14-ZN-1991#3,City Council Hearing,2002-05-13 00:00:00,APPROVED,7-0
10798,23011,2-GP-2002,Planning Commission Hearing,2002-04-10 00:00:00,WITHDRAWN, 
10799,23011,2-GP-2002,City Council Hearing,, , 
10812,22981,8-SD-1999#2,Other,2002-02-19 00:00:00,APPROVED, 
10813,23019,26-LL-2002,City Council Hearing,2002-04-02 00:00:00,APPROVED,6-0
10814,22862,41-SD-2001,Other,2002-02-19 00:00:00,APPROVED, 
10815,23022,13-SA-1996#2,Other,2002-02-20 00:00:00,ON HOLD, 
10819,23024,98-SD-1980#2,Other,2002-02-27 00:00:00,ON HOLD, 
10821,23026,3-AB-2002,City Council Hearing,2002-06-04 00:00:00,APPROVED,7-0
10828,23031,4-EXT-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10829,23033,31-DR-1980#3,Development Review Hearing,2002-03-21 00:00:00,APPROVED,5-0
10830,23035,27-LL-2002,City Council Hearing,2002-04-02 00:00:00,APPROVED,6-0
10832,23041,20-SA-2002,Other,2002-02-22 00:00:00,APPROVED, 
10833,23042,154-SA-1999#3,Other,2002-02-22 00:00:00,APPROVED, 
10834,23032,7-SD-1995#A,Other,2002-02-22 00:00:00,APPROVED, 
10835,22609,122-SD-1978,Other,2002-02-22 00:00:00,APPROVED, 
10841,22957,108-SD-1986#6,Other,2002-02-26 00:00:00,APPROVED, 
10842,23065,25-SA-2002,Other,2002-02-27 00:00:00,APPROVED, 
10847,23066,26-SA-2002,Other,2002-02-27 00:00:00,APPROVED, 
10849,23060,3-ZN-2002,Planning Commission Hearing,2002-04-10 00:00:00,APPROVED,7-0
7-0
10850,23060,3-ZN-2002,City Council Hearing,2002-05-13 00:00:00,APPROVED,5-1
10851,23068,6-ZN-2002,Planning Commission Hearing,2002-04-24 00:00:00,CONTINUED, 
10852,23068,6-ZN-2002,City Council Hearing,2002-07-02 00:00:00,WITHDRAWN, 
10853,23069,30-ZN-1991#2,Planning Commission Hearing,2002-04-24 00:00:00,CONTINUED, 
10854,23069,30-ZN-1991#2,City Council Hearing,2002-06-18 00:00:00,CONTINUED, 
10857,23048,24-SD-2000,Other,2002-02-28 00:00:00,APPROVED, 
10858,23074,13-DR-2002,Development Review Hearing,2002-06-06 00:00:00,APPROVED,5-0
10859,23075,21-SD-2001,Other,2002-03-01 00:00:00,APPROVED, 
10864,23077,29-LL-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10865,23078,30-LL-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10866,19935,9-UP-2000,City Council Hearing,2002-03-11 00:00:00,APPROVED,7-0
10867,2696,2-ZN-2000,City Council Hearing,2002-03-11 00:00:00,APPROVED,7-0
10868,22179,15-AB-2001,City Council Hearing,2002-03-11 00:00:00,APPROVED,7-0
10869,23079,108-SD-1986#A,Other,2002-03-06 00:00:00,APPROVED, 
10870,23080,34-SD-2001,Other,2002-03-04 00:00:00,APPROVED, 
10881,23086,33-LL-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10882,23087,34-LL-2002,City Council Hearing,2002-04-16 00:00:00,APPROVED,7-0
10888,797,1-BA-1996,Planning Commission Hearing,, , 
10890,23106,4-SD-2001#B,Other,2002-03-07 00:00:00,APPROVED, 
42659,42857,177-SE-2013,Other,2013-10-01 00:00:00,APPROVED,
42708,42877,95-LL-2013,City Council Hearing,2013-11-12 00:00:00,APPROVED,
42729,42885,186-SE-2013,Other,2013-10-16 00:00:00,,
42730,42886,187-SE-2013,Other,2013-10-16 00:00:00,,
42747,42898,191-SE-2013,Other,2013-10-16 00:00:00,,
42912,42900,315-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42754,42828,288-SA-2013,Other,2013-10-11 00:00:00,APPROVED,
42773,42906,100-LL-2013,City Council Hearing,2013-11-19 00:00:00,APPROVED,
42774,41246,3-AB-2012,City Council Hearing,2013-11-19 00:00:00,APPROVED,7-0
42783,42913,319-SA-2013,Other,2013-10-14 00:00:00,APPROVED,
42791,42755,168-SA-2013#2,Other,2013-10-16 00:00:00,APPROVED,
42792,42875,307-SA-2013,Other,2013-10-16 00:00:00,APPROVED,
42793,42698,236-SA-2013,Other,2013-10-16 00:00:00,APPROVED,
42794,42673,229-SA-2013,Other,2013-10-16 00:00:00,APPROVED,
42797,42864,305-SA-2013,Other,2013-10-16 00:00:00,APPROVED,
42799,42911,318-SA-2013,Other,2013-10-16 00:00:00,APPROVED,
42809,42927,101-LL-2013,City Council Hearing,2013-11-19 00:00:00,APPROVED,
42825,42938,103-LL-2013,City Council Hearing,2013-12-10 00:00:00,APPROVED,
42832,42943,197-SE-2013,Other,2013-10-30 00:00:00,,
42842,42934,193-SE-2013,Other,2013-10-23 00:00:00,APPROVED,
42845,42659,3-HP-2013,Historic Preservation Committee,,,
42848,42925,5-BA-2013,Board of Adjustments Hearing,2013-12-04 00:00:00,APPROVED,5-1
42852,42962,104-LL-2013,City Council Hearing,2013-12-10 00:00:00,APPROVED,
42854,42445,14-PP-2013,Development Review Hearing,2013-11-21 00:00:00,APPROVED,6-0
42855,42240,10-DR-2013,Development Review Hearing,2013-11-21 00:00:00,APPROVED,5-2
42860,42966,200-SE-2013,Other,2013-11-13 00:00:00,,
42862,42968,202-SE-2013,Other,2013-11-06 00:00:00,,
42870,42975,54-ZN-1989#2K,City Council Hearing,2014-04-08 00:00:00,APPROVED,5-2
42877,42740,151-SE-2013,Other,,APPROVED,
42878,42978,105-LL-2013,City Council Hearing,2013-12-10 00:00:00,APPROVED,
42886,42984,206-SE-2013,Other,,,
42899,42804,12-UP-2013,Planning Commission Hearing,2013-12-11 00:00:00,RECOMMENDATION,5-0
42901,42928,4-AB-2013,Planning Commission Hearing,2013-12-11 00:00:00,RECOMMENDATION,4-0
42902,42595,9-UP-2005#2,Planning Commission Hearing,2013-12-11 00:00:00,RECOMMENDATION,5-0
42904,42912,2-ZN-2001#2,Planning Commission Hearing,2013-12-11 00:00:00,RECOMMENDATION,5-0
42910,42993,212-SE-2013,Other,,,
42913,42897,19-MS-2013,Other,2013-11-05 00:00:00,APPROVED,
42915,42902,20-MS-2013,Other,2013-11-05 00:00:00,APPROVED,
42916,42922,21-MS-2013,Other,2013-11-05 00:00:00,APPROVED,
42917,42919,325-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42918,42783,266-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42919,42876,308-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42920,42917,323-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42921,42924,328-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42922,42713,246-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42923,42704,240-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42924,42945,333-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42925,42923,327-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42926,42955,22-MS-2013,Other,2013-11-05 00:00:00,APPROVED,
42927,42960,25-MS-2010#2,Other,2013-11-05 00:00:00,APPROVED,
42689,42782,47-DR-2013,Development Review Hearing,2013-10-17 00:00:00,APPROVED,6-0
42690,42437,2-ZN-2000#4,Development Review Hearing,2013-10-17 00:00:00,RECOMMENDATION OF APPROVAL,6-0
42691,42770,66-DR-1991#2,Development Review Hearing,2013-10-17 00:00:00,APPROVED,6-0
42867,42098,3-ZN-2013,City Council Hearing,2013-11-19 00:00:00,APPROVED,7-0
42883,42983,7-BA-2013,Board of Adjustments Hearing,2013-12-04 00:00:00,DENIED,6-0
42914,42973,344-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42928,42937,332-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42929,42946,5-MS-2013#2,Other,2013-11-05 00:00:00,APPROVED,
42930,42971,342-SA-2013,Other,2013-11-05 00:00:00,APPROVED,
42941,43004,213-SE-2013,Other,2013-11-13 00:00:00,,
42942,43004,213-SE-2013,Other,,,
42943,42888,310-SA-2013,Other,2013-11-07 00:00:00,APPROVED,
42944,43006,214-SE-2013,Other,2013-11-13 00:00:00,,
42955,43011,111-LL-2013,City Council Hearing,2013-12-10 00:00:00,APPROVED,
42956,43012,216-SE-2013,Other,2013-11-13 00:00:00,,
42958,42873,16-PP-2013,Development Review Hearing,2013-12-05 00:00:00,APPROVED,6-0
42963,43019,357-SA-2013,Other,2013-11-11 00:00:00,APPROVED,
